ID,NAME,county,ghost,rep_voters,dem_voters,lib_voters,green_voters,una_voters,other_voters,active_qualified_total,schuh,pittman,write_in,total_votes,perc_schuh,perc_pittman,perc_write_in,winner,perc_winner,area,zipcode,area_mi
7090,ANNE ARUNDEL PRECINCT 04-022,Anne Arundel County,0,526,997,17,8,441,6,1995,214,417,1,632,33.860759493670884,65.98101265822784,0.15822784810126583,pittman,65.98101265822784,457402.8202685118,"21054, 21114",0.17660421622923572
500000034,ANNE ARUNDEL PRECINCT 04-023,Anne Arundel County,0,1100,1315,22,1,768,14,3220,485,616,1,1102,44.01088929219601,55.898366606170605,0.09074410163339383,pittman,55.898366606170605,2502413.228834018,"21054, 21113",0.9661871492188662
500000035,ANNE ARUNDEL PRECINCT 04-024,Anne Arundel County,0,336,1379,10,6,504,8,2243,147,648,0,795,18.49056603773585,81.50943396226415,0,pittman,81.50943396226415,1428934.784528315,"20755, 21113, 21144",0.55171480472327
500000316,ANNE ARUNDEL PRECINCT 04-025,Anne Arundel County,0,69,149,4,1,86,1,310,44,75,0,119,36.97478991596639,63.02521008403361,0,pittman,63.02521008403361,20027844.01537043,"20708, 20724, 20755",7.7327938052929746
500000315,ANNE ARUNDEL PRECINCT 04-026,Anne Arundel County,0,165,438,8,0,199,3,813,63,181,0,244,25.81967213114754,74.18032786885246,0,pittman,74.18032786885246,2480172.588178158,"20755, 21113",0.9575999898542639
NA,ANNE ARUNDEL PRECINCT 04-099,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14812712.828352321,"20708, 20720, 20724, 20755, 21113",5.71922039690142
6995,ANNE ARUNDEL PRECINCT 05-001,Anne Arundel County,0,1022,795,18,4,461,4,2304,712,431,1,1144,62.23776223776224,37.67482517482518,0.08741258741258741,schuh,62.23776223776224,13479572.015832782,"21012, 21409",5.204491851546127
6996,ANNE ARUNDEL PRECINCT 05-002,Anne Arundel County,0,938,982,27,7,537,6,2497,546,522,2,1070,51.02803738317757,48.78504672897196,0.1869158878504673,schuh,51.02803738317757,7338439.635444207,21409,2.8333873835810293
6997,ANNE ARUNDEL PRECINCT 05-003,Anne Arundel County,0,826,665,10,3,448,8,1960,451,409,1,861,52.38095238095239,47.50290360046458,0.11614401858304298,schuh,52.38095238095239,3830343.485106468,"21012, 21146",1.4789038875599496
6998,ANNE ARUNDEL PRECINCT 05-004,Anne Arundel County,0,817,779,17,8,480,8,2109,515,425,0,940,54.78723404255319,45.21276595744681,0,schuh,54.78723404255319,1636689.0648703142,21012,0.6319291808098213
6999,ANNE ARUNDEL PRECINCT 05-005,Anne Arundel County,0,804,772,10,4,422,7,2019,399,347,1,747,53.41365461847389,46.4524765729585,0.13386880856760375,schuh,53.41365461847389,3676514.3442844152,"21012, 21146",1.419510124241771
7000,ANNE ARUNDEL PRECINCT 05-006,Anne Arundel County,0,746,628,7,5,292,4,1682,380,306,1,687,55.31295487627366,44.54148471615721,0.1455604075691412,schuh,55.31295487627366,1831928.4331093766,21146,0.7073115223194554
7001,ANNE ARUNDEL PRECINCT 05-007,Anne Arundel County,0,826,499,15,4,328,6,1678,422,275,0,697,60.54519368723099,39.45480631276901,0,schuh,60.54519368723099,1789155.7133823633,"21108, 21146",0.6907968829061094
7002,ANNE ARUNDEL PRECINCT 05-008,Anne Arundel County,0,851,739,14,8,453,12,2077,427,407,0,834,51.199040767386094,48.80095923261391,0,schuh,51.199040767386094,1513751.8569506444,"21108, 21146",0.5844628594668121
7003,ANNE ARUNDEL PRECINCT 05-009,Anne Arundel County,0,550,427,9,7,267,6,1266,277,268,0,545,50.825688073394495,49.174311926605505,0,schuh,50.825688073394495,1365069.2628943324,21146,0.5270561889639275
7004,ANNE ARUNDEL PRECINCT 05-010,Anne Arundel County,0,488,345,5,0,247,2,1087,232,132,1,365,63.561643835616444,36.16438356164384,0.273972602739726,schuh,63.561643835616444,952443.1572805196,21146,0.3677403589153259
7005,ANNE ARUNDEL PRECINCT 05-011,Anne Arundel County,0,712,731,14,1,412,7,1877,439,380,1,820,53.53658536585366,46.34146341463415,0.12195121951219512,schuh,53.53658536585366,1998379.2898121178,21012,0.7715785573836816
7006,ANNE ARUNDEL PRECINCT 05-012,Anne Arundel County,0,690,453,13,7,325,6,1494,305,285,1,591,51.60744500846024,48.223350253807105,0.1692047377326565,schuh,51.60744500846024,1992643.2285151482,21146,0.7693638517353879
7007,ANNE ARUNDEL PRECINCT 05-013,Anne Arundel County,0,854,631,12,6,383,6,1892,529,364,0,893,59.238521836506166,40.76147816349384,0,schuh,59.238521836506166,3315398.3023839593,21012,1.2800824409795737
7008,ANNE ARUNDEL PRECINCT 05-014,Anne Arundel County,0,855,675,17,7,432,10,1996,371,281,0,652,56.901840490797554,43.09815950920245,0,schuh,56.901840490797554,2019416.7316040993,21146,0.7797011590697842
7009,ANNE ARUNDEL PRECINCT 05-015,Anne Arundel County,0,501,323,11,0,248,2,1085,276,168,0,444,62.16216216216216,37.83783783783784,0,schuh,62.16216216216216,858677.4910722971,21108,0.33153723279512776
7010,ANNE ARUNDEL PRECINCT 05-016,Anne Arundel County,0,619,549,7,6,273,2,1456,284,218,2,504,56.34920634920635,43.25396825396825,0.3968253968253968,schuh,56.34920634920635,1574340.8480166756,"21012, 21146",0.607856399701337
7011,ANNE ARUNDEL PRECINCT 05-017,Anne Arundel County,0,849,810,27,7,529,5,2227,591,528,1,1120,52.767857142857146,47.14285714285714,0.08928571428571429,schuh,52.767857142857146,1775852.2974768728,21409,0.685660405309007
7012,ANNE ARUNDEL PRECINCT 05-018,Anne Arundel County,0,720,796,12,6,452,4,1990,436,419,0,855,50.994152046783626,49.005847953216374,0,schuh,50.994152046783626,1875501.0128131509,"21012, 21409",0.7241349893963608
7013,ANNE ARUNDEL PRECINCT 05-019,Anne Arundel County,0,799,544,10,4,307,1,1665,406,237,3,646,62.848297213622295,36.68730650154799,0.46439628482972134,schuh,62.848297213622295,3005489.3222275972,"21108, 21146",1.1604259147894052
7014,ANNE ARUNDEL PRECINCT 05-020,Anne Arundel County,0,779,769,12,2,391,6,1959,425,311,0,736,57.74456521739131,42.255434782608695,0,schuh,57.74456521739131,9141377.602174014,"21012, 21402, 21409",3.5295056242541705
7015,ANNE ARUNDEL PRECINCT 05-021,Anne Arundel County,0,1104,978,36,1,625,6,2750,605,629,3,1237,48.908649959579634,50.84882780921585,0.2425222312045271,pittman,50.84882780921585,2656531.924990207,21012,1.0256927104765723
7016,ANNE ARUNDEL PRECINCT 05-022,Anne Arundel County,0,880,752,13,3,504,4,2156,533,515,2,1050,50.761904761904766,49.047619047619044,0.19047619047619047,schuh,50.761904761904766,1345512.2447538376,21409,0.5195051820452218
7017,ANNE ARUNDEL PRECINCT 05-023,Anne Arundel County,0,582,528,5,2,260,2,1379,280,252,1,533,52.5328330206379,47.27954971857411,0.18761726078799248,schuh,52.5328330206379,5564494.29327479,"21012, 21146, 21409",2.148463257832476
7018,ANNE ARUNDEL PRECINCT 05-024,Anne Arundel County,0,791,483,12,0,357,7,1650,446,287,3,736,60.597826086956516,38.994565217391305,0.4076086956521739,schuh,60.597826086956516,3833423.592292547,"21108, 21146",1.480093123593038
7019,ANNE ARUNDEL PRECINCT 05-025,Anne Arundel County,0,857,613,15,4,410,5,1904,380,257,1,638,59.56112852664577,40.28213166144201,0.1567398119122257,schuh,59.56112852664577,1989196.0412393212,21146,0.7680328852872899
7020,ANNE ARUNDEL PRECINCT 05-026,Anne Arundel County,0,1334,1352,31,7,822,15,3561,636,678,2,1316,48.328267477203646,51.51975683890577,0.1519756838905775,pittman,51.51975683890577,5139358.6069280505,"21012, 21409",1.9843174516604258
7021,ANNE ARUNDEL PRECINCT 05-027,Anne Arundel County,0,769,641,15,1,475,9,1910,437,349,1,787,55.52731893265565,44.34561626429479,0.12706480304955528,schuh,55.52731893265565,1854866.4906092882,"21012, 21409",0.7161679558329501
7022,ANNE ARUNDEL PRECINCT 05-028,Anne Arundel County,0,391,383,12,1,187,2,976,194,205,0,399,48.62155388471178,51.37844611528822,0,pittman,51.37844611528822,2755256.3511986732,"21012, 21409",1.0638104245365603
7077,ANNE ARUNDEL PRECINCT 05-029,Anne Arundel County,0,373,313,6,1,186,1,880,212,124,1,337,62.908011869436194,36.795252225519285,0.2967359050445104,schuh,62.908011869436194,2237536.6502597667,"21108, 21146",0.8639177304839168
7080,ANNE ARUNDEL PRECINCT 05-030,Anne Arundel County,0,497,369,12,3,220,1,1102,274,149,0,423,64.77541371158392,35.22458628841608,0,schuh,64.77541371158392,2240096.032266848,"21108, 21122, 21146",0.8649059134013865
7084,ANNE ARUNDEL PRECINCT 05-031,Anne Arundel County,0,272,258,1,0,115,0,646,112,77,0,189,59.25925925925925,40.74074074074074,0,schuh,59.25925925925925,1465112.3117891178,21146,0.5656830260894067
7085,ANNE ARUNDEL PRECINCT 05-032,Anne Arundel County,0,244,438,6,1,177,6,872,136,188,0,324,41.9753086419753,58.0246913580247,0,pittman,58.0246913580247,1645025.3932158947,"21108, 21146",0.6351478551783715
7091,ANNE ARUNDEL PRECINCT 05-033,Anne Arundel County,0,888,510,9,3,355,3,1768,514,231,0,745,68.99328859060402,31.00671140939597,0,schuh,68.99328859060402,3233496.788597122,21108,1.248460089718553
7092,ANNE ARUNDEL PRECINCT 05-034,Anne Arundel County,0,522,404,11,3,252,0,1192,263,233,0,496,53.0241935483871,46.975806451612904,0,schuh,53.0241935483871,1188225.9777154662,21146,0.45877661483256765
500000318,ANNE ARUNDEL PRECINCT 05-035,Anne Arundel County,0,84,61,3,0,30,0,178,36,37,0,73,49.31506849315068,50.68493150684932,0,pittman,50.68493150684932,77629.74162587523,"21012, 21409",0.029973010808870097
7023,ANNE ARUNDEL PRECINCT 06-001,Anne Arundel County,0,775,1273,19,3,526,16,2612,445,454,0,899,49.49944382647386,50.50055617352614,0,pittman,50.50055617352614,1258556.7535021305,"21401, 21403",0.4859314791757883
7024,ANNE ARUNDEL PRECINCT 06-002,Anne Arundel County,0,631,827,9,5,390,5,1867,442,423,0,865,51.09826589595375,48.90173410404624,0,schuh,51.09826589595375,1558607.5881100893,21401,0.6017817540904892
7025,ANNE ARUNDEL PRECINCT 06-003,Anne Arundel County,0,192,1093,11,1,229,2,1528,92,351,0,443,20.767494356659142,79.23250564334086,0,pittman,79.23250564334086,1260329.3750808835,"21037, 21401",0.4866158921936244
7026,ANNE ARUNDEL PRECINCT 06-004,Anne Arundel County,0,132,465,11,2,159,2,771,62,198,1,261,23.754789272030653,75.86206896551724,0.38314176245210724,pittman,75.86206896551724,1260916.7169317603,"21401, 21403",0.4868426661500504
7027,ANNE ARUNDEL PRECINCT 06-005,Anne Arundel County,0,506,589,6,3,277,6,1387,260,273,0,533,48.78048780487805,51.21951219512195,0,pittman,51.21951219512195,1062679.9175261855,21403,0.4103030099969424
7028,ANNE ARUNDEL PRECINCT 06-006,Anne Arundel County,0,140,838,10,1,236,4,1229,72,243,0,315,22.857142857142858,77.14285714285715,0,pittman,77.14285714285715,746981.883475244,21403,0.28841131760215627
7029,ANNE ARUNDEL PRECINCT 06-007,Anne Arundel County,0,270,612,6,2,218,14,1122,124,251,0,375,33.06666666666666,66.93333333333334,0,pittman,66.93333333333334,731990.7612175941,21403,0.28262321293949866
7030,ANNE ARUNDEL PRECINCT 06-008,Anne Arundel County,0,460,914,24,10,358,6,1772,262,417,1,680,38.529411764705884,61.32352941176471,0.14705882352941177,pittman,61.32352941176471,968948.2737728581,21403,0.37411302002001817
7031,ANNE ARUNDEL PRECINCT 06-009,Anne Arundel County,0,591,770,12,5,381,3,1762,351,308,1,660,53.18181818181819,46.666666666666664,0.15151515151515152,schuh,53.18181818181819,6224338.857479721,"21401, 21403",2.4032306683747313
7032,ANNE ARUNDEL PRECINCT 06-010,Anne Arundel County,0,509,546,13,4,296,6,1374,224,212,0,436,51.37614678899083,48.62385321100918,0,schuh,51.37614678899083,3653445.4577531368,"21037, 21401",1.4106031773568655
7033,ANNE ARUNDEL PRECINCT 06-011,Anne Arundel County,0,391,629,7,3,323,12,1365,169,253,0,422,40.047393364928915,59.95260663507109,0,pittman,59.95260663507109,1480726.5201349258,"21401, 21402",0.5717117056356602
7034,ANNE ARUNDEL PRECINCT 06-012,Anne Arundel County,0,474,1185,20,11,375,11,2076,312,487,1,800,39,60.875,0.125,pittman,60.875,2624477.133970499,"21401, 21402",1.0133162864722247
7035,ANNE ARUNDEL PRECINCT 06-013,Anne Arundel County,0,257,788,6,3,219,8,1281,122,285,0,407,29.975429975429975,70.02457002457002,0,pittman,70.02457002457002,1551340.9181379583,21401,0.5989760771288313
7036,ANNE ARUNDEL PRECINCT 06-014,Anne Arundel County,0,358,1559,7,3,354,11,2292,159,595,0,754,21.087533156498676,78.91246684350133,0,pittman,78.91246684350133,1164451.0201473534,21401,0.4495970523962559
7037,ANNE ARUNDEL PRECINCT 06-015,Anne Arundel County,0,342,829,8,1,303,7,1490,149,282,1,432,34.49074074074074,65.27777777777779,0.23148148148148145,pittman,65.27777777777779,1076670.8853470758,21403,0.41570495287269094
7038,ANNE ARUNDEL PRECINCT 06-016,Anne Arundel County,0,199,734,4,2,198,8,1145,87,258,1,346,25.14450867052023,74.56647398843931,0.2890173410404624,pittman,74.56647398843931,575186.2044913396,21403,0.22208063511814524
7039,ANNE ARUNDEL PRECINCT 06-017,Anne Arundel County,0,591,1003,14,6,421,17,2052,262,369,0,631,41.521394611727416,58.478605388272584,0,pittman,58.478605388272584,1488699.9695716202,21403,0.5747902716741997
7040,ANNE ARUNDEL PRECINCT 06-018,Anne Arundel County,0,684,977,9,5,419,14,2108,348,383,0,731,47.60601915184679,52.39398084815321,0,pittman,52.39398084815321,988803.2746580988,21403,0.38177907871967875
7041,ANNE ARUNDEL PRECINCT 06-019,Anne Arundel County,0,1051,1032,16,10,574,8,2691,471,350,0,821,57.36906211936662,42.630937880633375,0,schuh,57.36906211936662,6870275.053291872,21401,2.652628027858726
7042,ANNE ARUNDEL PRECINCT 06-020,Anne Arundel County,0,575,642,4,0,238,9,1468,298,207,0,505,59.009900990099005,40.99009900990099,0,schuh,59.009900990099005,1867650.2709496021,21401,0.7211038010166823
7043,ANNE ARUNDEL PRECINCT 06-021,Anne Arundel County,0,403,345,9,0,183,2,942,256,213,0,469,54.58422174840085,45.41577825159915,0,schuh,54.58422174840085,7125228.821970582,21401,2.751066228274197
7044,ANNE ARUNDEL PRECINCT 06-022,Anne Arundel County,0,772,908,28,1,560,11,2280,398,479,2,879,45.27872582480091,54.49374288964732,0.22753128555176336,pittman,54.49374288964732,2204568.496548146,21401,0.8511886551726893
7045,ANNE ARUNDEL PRECINCT 06-023,Anne Arundel County,0,508,748,15,5,375,3,1654,323,393,0,716,45.11173184357542,54.88826815642458,0,pittman,54.88826815642458,1944544.7467073277,21403,0.7507929240867569
7046,ANNE ARUNDEL PRECINCT 06-024,Anne Arundel County,0,432,885,13,4,365,5,1704,279,381,0,660,42.27272727272727,57.72727272727273,0,pittman,57.72727272727273,2644239.956004761,21403,1.0209467547185505
7047,ANNE ARUNDEL PRECINCT 06-025,Anne Arundel County,0,670,665,5,4,323,2,1669,422,293,1,716,58.93854748603352,40.92178770949721,0.13966480446927373,schuh,58.93854748603352,2253913.8660008535,21403,0.8702410088324715
7048,ANNE ARUNDEL PRECINCT 06-026,Anne Arundel County,0,1275,1049,16,4,679,17,3040,557,441,0,998,55.81162324649298,44.188376753507015,0,schuh,55.81162324649298,4076174.2126061916,"21037, 21401",1.5738196620837392
7081,ANNE ARUNDEL PRECINCT 06-027,Anne Arundel County,0,481,336,3,3,202,6,1031,308,178,1,487,63.244353182751546,36.55030800821355,0.20533880903490762,schuh,63.244353182751546,8188670.9404271245,"21032, 21401",3.1616635256955936
7082,ANNE ARUNDEL PRECINCT 06-028,Anne Arundel County,0,746,579,13,5,351,3,1697,355,266,1,622,57.073954983922825,42.765273311897104,0.1607717041800643,schuh,57.073954983922825,20398254.163347065,"21032, 21035, 21054, 21114, 21401",7.875809962972911
7086,ANNE ARUNDEL PRECINCT 06-029,Anne Arundel County,0,497,430,11,5,195,6,1144,320,212,0,532,60.150375939849624,39.849624060150376,0,schuh,60.150375939849624,3574024.591895014,21401,1.3799386096157065
7087,ANNE ARUNDEL PRECINCT 06-030,Anne Arundel County,0,624,809,11,5,369,4,1822,359,374,1,734,48.91008174386921,50.95367847411444,0.13623978201634876,pittman,50.95367847411444,2673808.702744961,21403,1.032363311660347
7074,ANNE ARUNDEL PRECINCT 06-031,Anne Arundel County,0,702,481,8,0,308,5,1504,403,232,1,636,63.36477987421384,36.477987421383645,0.15723270440251574,schuh,63.36477987421384,7222661.990494184,"21032, 21401, 21405",2.788685384954824
500000320,ANNE ARUNDEL PRECINCT 06-032,Anne Arundel County,0,594,600,11,6,366,6,1583,351,263,0,614,57.16612377850163,42.83387622149837,0,schuh,57.16612377850163,4899155.507290661,21401,1.8915745164017592
7049,ANNE ARUNDEL PRECINCT 07-001,Anne Arundel County,0,1211,927,19,5,630,10,2802,750,487,3,1240,60.483870967741936,39.274193548387096,0.24193548387096775,schuh,60.483870967741936,29597641.585180182,"20711, 20714, 20736, 20751, 20754, 20758, 20779",11.427713303814139
7050,ANNE ARUNDEL PRECINCT 07-002,Anne Arundel County,0,1073,874,14,6,543,1,2511,621,514,1,1136,54.66549295774647,45.24647887323944,0.08802816901408451,schuh,54.66549295774647,5884813.935189834,"20733, 20751",2.27213936299953
7051,ANNE ARUNDEL PRECINCT 07-003,Anne Arundel County,0,618,748,16,5,393,3,1783,361,372,0,733,49.24965893587995,50.75034106412005,0,pittman,50.75034106412005,7288809.813548488,"20733, 20764",2.8142252022189975
7052,ANNE ARUNDEL PRECINCT 07-004,Anne Arundel County,0,757,614,12,6,323,10,1722,403,243,0,646,62.38390092879257,37.61609907120743,0,schuh,62.38390092879257,31028465.64450556,"20711, 20733, 20765, 20776, 20778, 21035, 21037",11.980157561614636
7053,ANNE ARUNDEL PRECINCT 07-005,Anne Arundel County,0,1354,1270,31,15,882,13,3565,513,457,1,971,52.832131822863026,47.0648815653965,0.10298661174047373,schuh,52.832131822863026,3126622.821855098,21037,1.2071958204674265
7054,ANNE ARUNDEL PRECINCT 07-006,Anne Arundel County,0,1444,945,28,8,707,9,3141,529,485,4,1018,51.96463654223968,47.64243614931238,0.3929273084479371,schuh,51.96463654223968,10054673.552348748,"20776, 21037",3.8821311620050305
7055,ANNE ARUNDEL PRECINCT 07-007,Anne Arundel County,0,1124,762,14,10,519,5,2434,557,320,1,878,63.43963553530752,36.44646924829157,0.11389521640091116,schuh,63.43963553530752,38135340.2862227,"20716, 20774, 20776, 21035, 21037",14.724137201274694
7056,ANNE ARUNDEL PRECINCT 07-008,Anne Arundel County,0,856,826,10,9,444,8,2153,466,356,1,823,56.622114216281894,43.256379100850545,0.12150668286755771,schuh,56.622114216281894,43156294.440386385,"20711, 20774, 20776, 21035",16.66273843814172
7057,ANNE ARUNDEL PRECINCT 07-009,Anne Arundel County,0,833,1083,23,5,531,9,2484,378,343,2,723,52.282157676348554,47.441217150760714,0.2766251728907331,schuh,52.282157676348554,35375401.438438386,"20711, 20754, 20772",13.65851885469905
7058,ANNE ARUNDEL PRECINCT 07-010,Anne Arundel County,0,1078,720,16,7,540,5,2366,436,573,1,1010,43.16831683168317,56.732673267326724,0.09900990099009901,pittman,56.732673267326724,5177536.984079592,21037,1.999058205488297
7059,ANNE ARUNDEL PRECINCT 07-011,Anne Arundel County,0,432,225,3,0,160,3,823,188,111,0,299,62.87625418060201,37.12374581939799,0,schuh,62.87625418060201,9834127.80161035,"20776, 21035, 21037",3.7969779715874936
7060,ANNE ARUNDEL PRECINCT 07-012,Anne Arundel County,0,559,449,8,6,275,4,1301,339,233,0,572,59.265734265734274,40.73426573426573,0,schuh,59.265734265734274,1160069.117471911,21140,0.44790519031474313
7061,ANNE ARUNDEL PRECINCT 07-013,Anne Arundel County,0,1002,678,19,2,514,15,2230,546,304,2,852,64.08450704225352,35.68075117370892,0.2347417840375587,schuh,64.08450704225352,21206275.29556024,"21032, 21035, 21054, 21114",8.187788666268613
7062,ANNE ARUNDEL PRECINCT 07-014,Anne Arundel County,0,590,578,8,1,366,4,1547,271,310,2,583,46.483704974271014,53.17324185248714,0.34305317324185247,pittman,53.17324185248714,1009368.4413914382,"21054, 21114",0.38971933398621367
7063,ANNE ARUNDEL PRECINCT 07-015,Anne Arundel County,0,776,743,15,7,501,4,2046,320,300,2,622,51.446945337620576,48.231511254019296,0.3215434083601286,schuh,51.446945337620576,1787209.6307623684,"21054, 21114",0.6900454962058268
7064,ANNE ARUNDEL PRECINCT 07-016,Anne Arundel County,0,599,949,20,6,484,6,2064,260,456,0,716,36.312849162011176,63.687150837988824,0,pittman,63.687150837988824,1406026.6207373142,"21054, 21114",0.5428699132353125
7065,ANNE ARUNDEL PRECINCT 07-017,Anne Arundel County,0,464,464,10,1,301,7,1247,214,215,0,429,49.883449883449885,50.116550116550115,0,pittman,50.116550116550115,1673110.3706305027,"21054, 21114",0.6459915255807773
7066,ANNE ARUNDEL PRECINCT 07-018,Anne Arundel County,0,794,795,10,5,529,5,2138,302,347,1,650,46.46153846153846,53.38461538461539,0.15384615384615385,pittman,53.38461538461539,1664924.206035599,"21054, 21114",0.6428308297604984
7067,ANNE ARUNDEL PRECINCT 07-019,Anne Arundel County,0,695,425,9,1,298,2,1430,276,210,3,489,56.44171779141104,42.944785276073624,0.6134969325153374,schuh,56.44171779141104,4157732.3136549443,21037,1.6053094209453143
7068,ANNE ARUNDEL PRECINCT 07-020,Anne Arundel County,0,537,786,12,4,446,11,1796,219,340,1,560,39.107142857142854,60.71428571428571,0.17857142857142858,pittman,60.71428571428571,602357.5113852322,"21054, 21114",0.23257153536030598
7069,ANNE ARUNDEL PRECINCT 07-021,Anne Arundel County,0,1182,827,11,4,477,4,2505,605,363,2,970,62.371134020618555,37.422680412371136,0.2061855670103093,schuh,62.371134020618555,64041369.369629964,"20711, 20733, 20736, 20751, 20754, 20758, 20776, 20778, 20779",24.726510949650734
7070,ANNE ARUNDEL PRECINCT 07-022,Anne Arundel County,0,1127,743,17,2,513,9,2411,508,296,1,805,63.1055900621118,36.77018633540373,0.12422360248447205,schuh,63.1055900621118,17369734.864795323,"21035, 21140",6.706492124613564
7071,ANNE ARUNDEL PRECINCT 07-023,Anne Arundel County,0,1240,943,15,4,621,6,2829,536,348,3,887,60.42841037204059,39.23337091319053,0.3382187147688839,schuh,60.42841037204059,7562237.199067444,"21035, 21037, 21140",2.9197961059725803
7072,ANNE ARUNDEL PRECINCT 07-024,Anne Arundel County,0,976,806,21,2,555,8,2368,377,383,0,760,49.60526315789473,50.39473684210526,0,pittman,50.39473684210526,1808009.6660389006,"21054, 21114",0.6980764347238623
7073,ANNE ARUNDEL PRECINCT 07-025,Anne Arundel County,0,919,757,23,5,478,9,2191,521,371,2,894,58.277404921700224,41.49888143176734,0.22371364653243847,schuh,58.277404921700224,8002248.109172508,"20733, 20764, 20778",3.0896852681465266
7088,ANNE ARUNDEL PRECINCT 07-026,Anne Arundel County,0,912,716,14,4,453,4,2103,341,292,0,633,53.87045813586098,46.12954186413902,0,schuh,53.87045813586098,16510119.821875116,"20715, 20716, 21035, 21054, 21114",6.374592901026212
7089,ANNE ARUNDEL PRECINCT 07-027,Anne Arundel County,0,1335,982,16,3,661,7,3004,519,376,3,898,57.795100222717146,41.87082405345212,0.33407572383073497,schuh,57.795100222717146,25172042.532754466,"20776, 21035, 21037",9.71897995682761
